Time, Lon, Lat, Depth
00:10:45.00,165.34548493266666,-21.59812388716667,1.98
00:10:46.00,165.34548292966667,-21.59812432200000,2.15
00:10:47.00,165.34548426866667,-21.59812328966667,2.02
00:10:48.00,165.34548388183333,-21.59812445583333,2.02
00:10:49.00,165.34548405699999,-21.59812360900000,2.08
00:10:49.00,165.34548403433334,-21.59812367950000,2.00
00:10:50.00,165.34548458783334,-21.59812391716667,2.04
00:10:51.00,165.34548478500000,-21.59812426516667,2.12
00:10:51.00,165.34548479800000,-21.59812439266667,1.99
00:10:52.00,165.34548433800001,-21.59812290016667,2.11
00:10:53.00,165.34548474383334,-21.59812430633333,1.97
00:10:53.00,165.34548478516666,-21.59812415600000,2.03
00:10:54.00,165.34548435383334,-21.59812315333333,2.04
00:10:55.00,165.34548515550000,-21.59812400333333,2.02
00:10:56.00,165.34548471150001,-21.59812397816667,2.03
00:10:57.00,165.34548461233334,-21.59812375916667,2.05
00:10:58.00,165.34548475483334,-21.59812503433333,2.04
00:10:59.00,165.34548330499999,-21.59812353633333,2.04
00:11:0.00,165.34548385049999,-21.59812531966667,2.01
00:11:0.00,165.34548384716666,-21.59812529850000,2.06
00:11:1.00,165.34548265466665,-21.59812575900000,2.02
00:11:2.00,165.34548331200000,-21.59812702133333,2.00
00:11:2.00,165.34548325183334,-21.59812711500000,2.03
00:11:3.00,165.34548173483333,-21.59812646883333,2.02
00:11:4.00,165.34548197916666,-21.59812773600000,1.99
00:11:5.00,165.34548031433334,-21.59812660033333,2.01
00:11:6.00,165.34547960283334,-21.59812738316667,2.01
00:11:7.00,165.34547902816666,-21.59812790316667,2.09
00:11:8.00,165.34547876983333,-21.59812877000000,2.06
00:11:9.00,165.34547836850001,-21.59812980033333,2.09
00:11:10.00,165.34547690900001,-21.59812983866667,2.09
00:11:11.00,165.34547752666666,-21.59813085333333,2.08
00:11:11.00,165.34547746266668,-21.59813079683333,2.08
00:11:12.00,165.34547672483333,-21.59813083133333,2.09
00:11:13.00,165.34547575483333,-21.59813037150000,2.09
00:11:13.00,165.34547576233334,-21.59813034616667,2.08
00:11:14.00,165.34547663433332,-21.59813181666667,2.09
00:11:15.00,165.34547559483335,-21.59813106333333,2.09
00:11:16.00,165.34547487550000,-21.59813106700000,2.11
00:11:17.00,165.34547423583334,-21.59813083550000,2.10
00:11:18.00,165.34547241749999,-21.59813051033333,2.10
00:11:19.00,165.34547388616667,-21.59813205150000,2.09
00:11:20.00,165.34547277616667,-21.59813181883333,2.09
00:11:21.00,165.34547329266667,-21.59813282050000,2.04
00:11:22.00,165.34547212233332,-21.59813268733333,1.97
00:11:22.00,165.34547214649999,-21.59813275383333,2.03
00:11:23.00,165.34547138450000,-21.59813239866667,2.00
00:11:24.00,165.34547115550001,-21.59813242900000,2.00
00:11:25.00,165.34546956283333,-21.59813164283333,2.08
00:11:26.00,165.34547130850001,-21.59813301233334,2.08
00:11:27.00,165.34547142483333,-21.59813324083333,2.13
00:11:28.00,165.34547210800000,-21.59813394883333,2.07
00:11:29.00,165.34547159850001,-21.59813368566667,2.11
00:11:30.00,165.34547175750001,-21.59813355633333,2.07
00:11:31.00,165.34547143450001,-21.59813362633333,2.09
00:11:31.00,165.34547146216667,-21.59813357300000,2.12
00:11:32.00,165.34547077483333,-21.59813252550000,2.09
00:11:33.00,165.34547006200000,-21.59813197016667,2.12
00:11:34.00,165.34547088016666,-21.59813248616667,2.13
00:11:35.00,165.34546969966667,-21.59813123716667,2.11
00:11:35.00,165.34546982949999,-21.59813129933333,2.05
00:11:36.00,165.34547264683334,-21.59813232566667,2.07
00:11:37.00,165.34547286266667,-21.59813272133333,2.05
00:11:38.00,165.34547396483333,-21.59813327900000,2.06
00:11:39.00,165.34547360833332,-21.59813392700000,2.10
00:11:40.00,165.34547216150000,-21.59813357466667,2.12
00:11:41.00,165.34547347349999,-21.59813549866667,2.03
00:11:42.00,165.34547113033332,-21.59813558800000,2.08
00:11:43.00,165.34547138900001,-21.59813876033333,2.05
00:11:44.00,165.34547036916666,-21.59814063000000,2.08
00:11:44.00,165.34547054900000,-21.59814089766667,2.03
00:11:45.00,165.34547056066666,-21.59814228933333,2.13
00:11:46.00,165.34547323266668,-21.59814617100000,2.00
00:11:47.00,165.34547598233334,-21.59814856500000,2.06
00:11:48.00,165.34548034466667,-21.59815272250000,2.01
00:11:49.00,165.34548522983334,-21.59815620766667,2.07
00:11:50.00,165.34549068583334,-21.59816018616667,2.04
00:11:51.00,165.34549696483333,-21.59816636150000,2.05
00:11:52.00,165.34550182600000,-21.59817275950000,2.02
00:11:53.00,165.34550608816667,-21.59817878550000,2.06
00:11:53.00,165.34550616566668,-21.59817899416667,1.96
00:11:54.00,165.34551010816668,-21.59818509300000,1.97
00:11:55.00,165.34551279816668,-21.59818942866667,2.04
00:11:56.00,165.34551535716668,-21.59819204700000,2.02
00:11:57.00,165.34551850800000,-21.59819642316667,2.02
00:11:58.00,165.34552248383332,-21.59819993633333,2.08
00:11:59.00,165.34552643933333,-21.59820241483333,2.09
00:12:0.00,165.34553358950001,-21.59820550766667,2.07
00:12:1.00,165.34553964233334,-21.59820889500000,2.05
00:12:2.00,165.34554477149999,-21.59821171600000,2.07
00:12:3.00,165.34555035016666,-21.59821510333333,2.04
00:12:4.00,165.34555515150001,-21.59821962016667,2.05
00:12:4.00,165.34555542250001,-21.59821980333333,2.03
