Time, Lon, Lat, Depth
02:00:17.00070998,165.39074061033332,-21.612657334166666,0.975
02:00:18.00,165.39074023616666,-21.612667575833335,1.005
02:00:19.00,165.390741909,-21.6126809165,0.96
02:00:20.00,165.39074359983334,-21.612694585833335,1.005
02:00:20.00070998,165.39074368533332,-21.612695313666666,0.98
02:00:21.00070998,165.3907446095,-21.612707447333335,1.015
02:00:22.00,165.39074626366667,-21.612722381333334,1.0
02:00:23.00,165.390746872,-21.612736153833332,0.995
02:00:24.00070998,165.39074749016666,-21.612750421333335,0.95
02:00:24.99969999,165.39074775233334,-21.6127644485,0.98
02:00:26.00070999,165.39074728183334,-21.612779343166668,1.04
02:00:26.99999999,165.39074814233334,-21.612793316333335,1.04
02:00:28.00,165.39074915033333,-21.61280860666667,1.08
02:00:29.00,165.39074977633334,-21.6128222905,1.095
02:00:30.00070998,165.3907505235,-21.612836884333333,1.11
02:00:31.00,165.39075036366665,-21.6128519565,1.095
02:00:31.00070996,165.39075040416665,-21.6128527035,1.06
02:00:32.00,165.39075002416666,-21.612864833666666,1.08
02:00:33.00,165.39075102533334,-21.612880017833334,1.1
02:00:34.00070999,165.39075063683333,-21.612894073166668,1.11
02:00:34.99999999,165.39075100483333,-21.612908769166665,1.13
02:00:35.99999999,165.39074978083335,-21.612921068833334,1.11
02:00:37.00070999,165.39074891033334,-21.61293484,1.035
02:00:38.00,165.39074907216667,-21.61294824533333,1.035
02:00:38.99999999,165.39074866466666,-21.612961655166668,1.065
02:00:40.00,165.39075020816668,-21.612973576333335,1.015
02:00:41.00070998,165.39075298016667,-21.612987736666668,1.095
02:00:42.00,165.39075596466665,-21.613001042833332,1.14
02:00:42.00070997,165.39075607766668,-21.613001774,1.13
02:00:43.00,165.390758451,-21.613013911833335,1.125
02:00:44.00070998,165.39076078733333,-21.6130273915,1.16
02:00:45.00070998,165.39076256666667,-21.613038611333334,1.14
02:00:46.00070998,165.39076406833334,-21.613051261166667,1.08
02:00:46.99999999,165.39076594166667,-21.613064576166668,1.095
02:00:47.99999999,165.39076775083333,-21.613076882,1.06
02:00:49.00,165.39076894283335,-21.613091105666665,1.01
02:00:50.00070999,165.39076939266667,-21.6131043425,1.02
02:00:51.00,165.39077081866665,-21.613118823833332,1.01
02:00:52.00,165.3907722375,-21.613131257333333,1.05
02:00:53.00,165.39077557066668,-21.613143172666668,1.03
02:00:54.00,165.390779011,-21.6131573955,1.005
02:00:55.00070998,165.3907835405,-21.613170704166667,1.01
02:00:56.00,165.39078568083335,-21.613183881333335,1.02
02:00:57.00070998,165.390787749,-21.613196765166666,1.025
02:00:57.99999998,165.39078912916668,-21.613210394666666,1.02
02:00:59.00,165.390789658,-21.613222731166665,1.06
02:00:59.99999999,165.3907896605,-21.6132357185,1.06
02:01:01.00070999,165.39078948033332,-21.6132490955,1.03
02:01:02.00,165.39079012816666,-21.613261859166666,1.11
02:01:02.00070998,165.39079020716667,-21.613262395833335,1.09
02:01:03.00070998,165.39079096633333,-21.6132751845,1.265
02:01:04.00,165.39079152416667,-21.6132883445,1.25
02:01:05.00070998,165.3907919485,-21.613301938166668,1.215
02:01:05.99999999,165.39079219316667,-21.613316280333333,1.195
02:01:06.99999999,165.39079140416666,-21.613329954,1.18
02:01:08.00,165.39079072883334,-21.6133423455,1.22
02:01:08.99999998,165.39079143483335,-21.613355516333332,1.17
02:01:10.00070998,165.39079368733334,-21.6133693925,1.2
02:01:10.99999999,165.39079566566667,-21.613381328,1.305
02:01:12.00,165.3907980375,-21.613395533666665,1.235
02:01:13.00,165.39079997316668,-21.613408572333334,1.325
02:01:14.00,165.39080082616667,-21.613422912833332,1.335
02:01:15.00,165.39080300433332,-21.613436509333333,1.265
02:01:15.00070997,165.39080287266665,-21.613437272,1.25
02:01:16.00070999,165.3908039355,-21.6134510295,1.335
02:01:17.00,165.39080650833333,-21.613464465833335,1.3
02:01:17.99999998,165.3908091395,-21.613478644833332,1.32
02:01:19.00070999,165.39081108966667,-21.613493274333333,1.325
02:01:20.00,165.390812509,-21.6135075085,1.315
02:01:21.00070998,165.39081390966666,-21.61352256016667,1.295
02:01:21.99999998,165.39081524483333,-21.613537778,1.3
02:01:23.00070999,165.39081658133333,-21.613551965833334,1.295
02:01:24.00070998,165.39081647533334,-21.6135670485,1.275
02:01:25.00,165.390816075,-21.6135817535,1.265
02:01:26.00,165.39081643083333,-21.613596857166666,1.265
02:01:26.00070998,165.3908165,-21.613597563333332,1.22
02:01:27.00070998,165.3908170485,-21.613610190333333,1.255
